PČ;Názov kraja;Názov okresu;"Názov ZÚJ 
(obec/mestská časť/vojenský obvod)";Názov časti obce;Názov ZSJ;Matričný úrad (m);"Výmera ZÚJ 
v ha";Hustota obyvateľstva (obyv./km?);Počet obyvateľov spolu ;Muži;Ženy;"Počet obyvateľov
v predproduktívnom veku (0 – 14) ";"Počet obyvateľov
v produktívnom veku (15 – 64)";"Počet obyvateľov 
v poproduktívnom veku (65+) ";Ekonomicky aktívne obyvateľstvo;"Pracujúci 
v primárnom sektore";"Pracujúci 
v sekundárnom sektore";"Pracujúci 
v terciárnom sektore";"Pracujúci 
v kvartérnom sektore ";Počet trvalo obývaných domov spolu;Počet trvalo obývaných bytov spolu;"Počet trvalo obývaných bytov 
v bytových domoch";"Počet trvalo obývaných bytov 
v rodinných domoch";Počet obyvateľov so súčasným pobytom (SP) spolu;Obyvateľstvo (SP) odchádzajúce za prácou;Počet cenozvých domácností (SP);"Kód 
kraja";"Kód 
okresu";"Kód ZÚJ 
(obec/mestská časť/vojenský obvod)";"Kód 
časti obce";"Kód 
ZSJ";Typ územnej úrovne;;;
950;Trnavský;Galanta;Jelka; ;Nová Jelka;;;;614;300;314;100;414;100;319;10;70;129;63;182;185;4;180;610;224;262;2;202;503835;;2226740;základná sídelná jednotka;;;
951;Trnavský;Galanta;Kajal;;;m;1382;112;1 554;809;745;251;1 053;250;766;40;170;286;153;432;451;27;410;1 543;377;678;2;202;503843;;;obec;;;
952;Trnavský;Galanta;Kajal; ;Kajal;;;;1 554;809;745;251;1 053;250;766;40;170;286;153;432;451;27;410;1 543;377;678;2;202;503843;;2229680;základná sídelná jednotka;;;
953;Trnavský;Galanta;Košúty;;;m;1473;122;1 793;869;924;285;1 211;297;932;23;210;348;188;542;566;39;518;1 859;548;818;2;202;503860;;;obec;;;
954;Trnavský;Galanta;Košúty; ;Heď I;;;;81;37;44;27;52;2;46;1;6;18;14;29;29;0;29;86;33;35;2;202;503860;;2097753;základná sídelná jednotka;;;
955;Trnavský;Galanta;Košúty; ;Heď II;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;202;503860;;2097830;základná sídelná jednotka;;;
956;Trnavský;Galanta;Košúty; ;Košúty;;;;1 712;832;880;258;1 159;295;886;22;204;330;174;513;537;39;489;1 773;516;783;2;202;503860;;2277220;základná sídelná jednotka;;;
957;Trnavský;Galanta;Kráľov Brod;;;m;2367;45;1 058;518;540;121;733;204;567;69;146;157;83;289;357;81;273;1 012;215;461;2;202;503878;;;obec;;;
958;Trnavský;Galanta;Kráľov Brod;Kráľov Brod;;;;;938;449;489;107;650;181;508;60;127;144;78;254;317;74;240;889;196;404;2;202;503878;404676;;časť obce;;;
959;Trnavský;Galanta;Kráľov Brod;Kráľov Brod;Kráľov Brod;;;;806;388;418;92;556;158;440;54;107;131;66;214;277;74;200;764;165;352;2;202;503878;404676;2281090;základná sídelná jednotka;;;
960;Trnavský;Galanta;Kráľov Brod;Kráľov Brod;Onča;;;;132;61;71;15;94;23;68;6;20;13;12;40;40;0;40;125;34;52;2;202;503878;404676;2281170;základná sídelná jednotka;;;
961;Trnavský;Galanta;Kráľov Brod;Mačonáš;;;;;20;11;9;2;14;4;8;0;2;3;1;2;7;7;0;21;2;11;2;202;503878;416691;;časť obce;;;
962;Trnavský;Galanta;Kráľov Brod;Mačonáš;Mačonáš;;;;20;11;9;2;14;4;8;0;2;3;1;2;7;7;0;21;2;11;2;202;503878;416691;2745690;základná sídelná jednotka;;;
963;Trnavský;Galanta;Kráľov Brod;Slovenské Pole;;;;;100;58;42;12;69;19;51;9;17;10;4;33;33;0;33;102;22;46;2;202;503878;416680;;časť obce;;;
964;Trnavský;Galanta;Kráľov Brod;Slovenské Pole;Slovenské Pole;;;;100;58;42;12;69;19;51;9;17;10;4;33;33;0;33;102;22;46;2;202;503878;416680;2281250;základná sídelná jednotka;;;
965;Trnavský;Galanta;Malá Mača;;;;797;73;582;295;287;84;407;91;323;15;77;126;51;170;177;9;165;560;177;245;2;202;582638;;;obec;;;
966;Trnavský;Galanta;Malá Mača; ;Malá Mača;;;;582;295;287;84;407;91;323;15;77;126;51;170;177;9;165;560;177;245;2;202;582638;;2351640;základná sídelná jednotka;;;
967;Trnavský;Galanta;Matúškovo;;;;1195;189;2 262;1 140;1 122;290;1 523;449;1 275;33;258;491;293;732;780;60;708;2 263;713;1 051;2;202;555754;;;obec;;;
968;Trnavský;Galanta;Matúškovo; ;Matúškovo;;;;2 262;1 140;1 122;290;1 523;449;1 275;33;258;491;293;732;780;60;708;2 263;713;1 051;2;202;555754;;2364540;základná sídelná jednotka;;;
969;Trnavský;Galanta;Mostová;;;m;2516;63;1 578;789;789;215;1 088;275;827;60;192;269;166;450;486;46;430;1 519;430;691;2;202;503924;;;obec;;;
970;Trnavský;Galanta;Mostová; ;Mostová;;;;1 541;773;768;209;1 066;266;813;53;190;267;165;440;473;42;423;1 474;426;669;2;202;503924;;2385460;základná sídelná jednotka;;;
971;Trnavský;Galanta;Mostová; ;Šoriakoš;;;;37;16;21;6;22;9;14;7;2;2;1;10;13;4;7;45;7;22;2;202;503924;;2385540;základná sídelná jednotka;;;
972;Trnavský;Galanta;Pata;;;m;1755;185;3 253;1 573;1 680;526;2 219;508;1 701;34;530;502;344;929;964;42;905;3 151;805;1 346;2;202;503959;;;obec;;;
973;Trnavský;Galanta;Pata; ;Pata;;;;3 253;1 573;1 680;526;2 219;508;1 701;34;530;502;344;929;964;42;905;3 151;805;1 346;2;202;503959;;2456580;základná sídelná jednotka;;;
974;Trnavský;Galanta;Pusté Sady;;;;803;75;605;311;294;86;404;115;301;8;113;80;47;171;185;18;165;578;147;257;2;202;503967;;;obec;;;
975;Trnavský;Galanta;Pusté Sady; ;Pusté Sady;;;;605;311;294;86;404;115;301;8;113;80;47;171;185;18;165;578;147;257;2;202;503967;;2507080;základná sídelná jednotka;;;
976;Trnavský;Galanta;Pusté Úľany;;;m;2454;74;1 824;883;941;316;1 201;307;936;41;157;396;206;518;559;64;485;1 837;559;811;2;202;503975;;;obec;;;
977;Trnavský;Galanta;Pusté Úľany; ;Lúčny dvor;;;;85;43;42;7;65;13;51;5;11;23;5;15;27;21;5;75;30;36;2;202;503975;;2507160;základná sídelná jednotka;;;
978;Trnavský;Galanta;Pusté Úľany; ;Poros;;;;73;37;36;14;48;11;38;4;10;11;2;16;20;7;13;64;20;30;2;202;503975;;2507240;základná sídelná jednotka;;;
979;Trnavský;Galanta;Pusté Úľany; ;Pusté Úľany;;;;1 666;803;863;295;1 088;283;847;32;136;362;199;487;512;36;467;1 698;525;745;2;202;503975;;2507320;základná sídelná jednotka;;;
980;Trnavský;Galanta;Sereď;;;m;3046;517;15 737;7 683;8 054;2 161;10 793;2 783;8 309;46;2 190;2 941;1 830;2 272;5 622;3 683;1 854;15 486;2 832;7 588;2;202;504009;;;obec;;;
981;Trnavský;Galanta;Sereď;Horný Čepeň;;;;;399;214;185;56;266;77;194;1;68;68;29;124;131;3;124;400;119;167;2;202;504009;408669;;časť obce;;;
982;Trnavský;Galanta;Sereď;Horný Čepeň;Horný Čepeň;;;;399;214;185;56;266;77;194;1;68;68;29;124;131;3;124;400;119;167;2;202;504009;408669;2553780;základná sídelná jednotka;;;
983;Trnavský;Galanta;Sereď;Sereď;;;;;15 338;7 469;7 869;2 105;10 527;2 706;8 115;45;2 122;2 873;1 801;2 148;5 491;3 680;1 730;15 086;2 783;7 421;2;202;504009;408671;;časť obce;;;
984;Trnavský;Galanta;Sereď;Sereď;Cirkevné role;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;202;504009;408671;2553510;základná sídelná jednotka;;;
985;Trnavský;Galanta;Sereď;Sereď;Čepeň - priemyselný obvod;;;;590;305;285;90;420;80;335;4;74;111;92;187;187;0;186;573;198;218;2;202;504009;408671;2553191;základná sídelná jednotka;;;
986;Trnavský;Galanta;Sereď;Sereď;Čepeň - priemyselný obvod - presah 1;;;;15;8;7;3;12;0;9;0;3;3;1;4;4;0;4;18;9;7;2;202;504009;408671;2553192;základná sídelná jednotka;;;
987;Trnavský;Galanta;Sereď;Sereď;Čepeň - priemyselný obvod - presah 2;;;;3;2;1;0;1;2;0;0;0;0;0;1;1;0;1;3;0;1;2;202;504009;408671;2553193;základná sídelná jednotka;;;
988;Trnavský;Galanta;Sereď;Sereď;Dolný Čepeň;;;;1 882;893;989;242;1 156;484;946;8;242;323;224;636;639;8;619;1 851;528;799;2;202;504009;408671;2552380;základná sídelná jednotka;;;
989;Trnavský;Galanta;Sereď;Sereď;Gazdovské role;;;;5;3;2;0;4;1;2;0;1;0;1;2;2;0;2;5;1;2;2;202;504009;408671;2553430;základná sídelná jednotka;;;
990;Trnavský;Galanta;Sereď;Sereď;Nový Majer;;;;80;41;39;9;50;21;33;1;10;15;2;23;27;25;2;81;14;42;2;202;504009;408671;2553600;základná sídelná jednotka;;;
991;Trnavský;Galanta;Sereď;Sereď;Panské;;;;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;6;0;5;2;202;504009;408671;2553010;základná sídelná jednotka;;;
992;Trnavský;Galanta;Sereď;Sereď;Pasienky;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;202;504009;408671;2553270;základná sídelná jednotka;;;
993;Trnavský;Galanta;Sereď;Sereď;Poronda;;;;24;14;10;4;18;2;14;0;3;7;3;8;8;0;4;20;7;10;2;202;504009;408671;2553350;základná sídelná jednotka;;;
994;Trnavský;Galanta;Sereď;Sereď;Pri Niklovej huti;;;;1;1;0;0;1;0;0;0;0;0;0;1;1;0;1;2;1;2;2;202;504009;408671;2552620;základná sídelná jednotka;;;
995;Trnavský;Galanta;Sereď;Sereď;Pri štadióne;;;;1 912;966;946;255;1 283;374;884;2;216;299;218;487;511;26;461;1 718;429;871;2;202;504009;408671;2552460;základná sídelná jednotka;;;
996;Trnavský;Galanta;Sereď;Sereď;Priemyselný obvod;;;;602;319;283;86;439;77;267;5;76;84;43;145;160;21;135;813;142;477;2;202;504009;408671;2552710;základná sídelná jednotka;;;
997;Trnavský;Galanta;Sereď;Sereď;Sereď - pri Váhu;;;;5 425;2 588;2 837;818;3 721;886;2 846;14;740;1 014;639;263;2 045;1 920;107;5 262;1 745;2 618;2;202;504009;408671;2552540;základná sídelná jednotka;;;
998;Trnavský;Galanta;Sereď;Sereď;Sereď - stred;;;;4 798;2 328;2 470;598;3 422;778;2 778;11;757;1 017;578;390;1 905;1 680;208;4 719;1 767;2 354;2;202;504009;408671;2552200;základná sídelná jednotka;;;
999;Trnavský;Galanta;Sereď;Sereď;Účelové zariadenie;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;15;2;202;504009;408671;2552890;základná sídelná jednotka;;;
1000;Trnavský;Galanta;Sereď;Sereď;Za železnicou;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;202;504009;408671;2552970;základná sídelná jednotka;;;
1001;Trnavský;Galanta;Sládkovičovo;;;m;2909;186;5 415;2 616;2 799;799;3 712;904;2 823;41;627;1 134;582;1 131;1 736;714;982;5 532;1 226;2 631;2;202;504017;;;obec;;;
1002;Trnavský;Galanta;Sládkovičovo; ;Malý Diosek;;;;2 246;1 086;1 160;305;1 496;445;1 213;16;269;497;260;633;729;108;609;2 347;623;1 109;2;202;504017;;2559470;základná sídelná jednotka;;;
1003;Trnavský;Galanta;Sládkovičovo; ;Nový Dvor;;;;120;51;69;18;81;21;62;12;12;24;9;19;39;28;9;136;52;64;2;202;504017;;2559550;základná sídelná jednotka;;;
1004;Trnavský;Galanta;Sládkovičovo; ;Sládkovičovo;;;;3 049;1 479;1 570;476;2 135;438;1 548;13;346;613;313;479;968;578;364;3 049;851;1 458;2;202;504017;;2559630;základná sídelná jednotka;;;
1005;Trnavský;Galanta;Šalgočka;;;;475;98;465;228;237;77;325;63;246;13;74;71;46;130;142;16;123;446;131;192;2;202;504033;;;obec;;;
1006;Trnavský;Galanta;Šalgočka; ;Šalgočka;;;;465;228;237;77;325;63;246;13;74;71;46;130;142;16;123;446;131;192;2;202;504033;;2603040;základná sídelná jednotka;;;
1007;Trnavský;Galanta;Šintava;;;m;1156;152;1 754;869;885;255;1 187;312;934;13;263;318;198;524;537;12;514;1 700;521;728;2;202;504041;;;obec;;;
1008;Trnavský;Galanta;Šintava; ;Šintava;;;;1 754;869;885;255;1 187;312;934;13;263;318;198;524;537;12;514;1 700;521;728;2;202;504041;;2608510;základná sídelná jednotka;;;
1009;Trnavský;Galanta;Šoporňa;;;m;3139;130;4 081;2 093;1 988;561;2 781;739;2 020;41;569;666;385;1 158;1 249;107;1 112;3 922;1 015;1 748;2;202;504050;;;obec;;;
1010;Trnavský;Galanta;Šoporňa;Šoporňa;;;;;3 964;2 001;1 963;553;2 680;731;1 980;37;560;649;382;1 148;1 239;107;1 107;3 832;1 020;1 729;2;202;504050;409420;;časť obce;;;
1011;Trnavský;Galanta;Šoporňa;Šoporňa;Šoporňa I;;;;3 913;1 976;1 937;545;2 643;725;1 953;37;554;639;376;1 132;1 223;107;1 092;3 783;1 005;1 707;2;202;504050;409420;2610170;základná sídelná jednotka;;;
1012;Trnavský;Galanta;Šoporňa;Šoporňa;Šoporňa II;;;;51;25;26;8;37;6;27;0;6;10;6;16;16;0;15;49;18;22;2;202;504050;409420;2610250;základná sídelná jednotka;;;
1013;Trnavský;Galanta;Šoporňa;Štrkovec;;;;;117;92;25;8;101;8;40;4;9;17;3;10;10;0;5;90;9;19;2;202;504050;411541;;časť obce;;;
1014;Trnavský;Galanta;Šoporňa;Štrkovec;Štrkovec;;;;117;92;25;8;101;8;40;4;9;17;3;10;10;0;5;90;9;19;2;202;504050;411541;2610330;základná sídelná jednotka;;;
1015;Trnavský;Galanta;Tomášikovo;;;m;2113;82;1 736;846;890;322;1 201;213;779;21;225;250;145;386;472;104;363;1 704;392;734;2;202;504076;;;obec;;;
1016;Trnavský;Galanta;Tomášikovo; ;Tomášikovo;;;;1 736;846;890;322;1 201;213;779;21;225;250;145;386;472;104;363;1 704;392;734;2;202;504076;;2634510;základná sídelná jednotka;;;
1017;Trnavský;Galanta;Topoľnica;;;m;1047;76;799;411;388;90;563;146;440;13;107;181;81;256;263;7;252;785;254;349;2;202;504084;;;obec;;;
1018;Trnavský;Galanta;Topoľnica;Paľovce;;;;;32;22;10;2;24;6;14;1;5;3;3;12;12;0;11;36;14;18;2;202;504084;411530;;časť obce;;;
1019;Trnavský;Galanta;Topoľnica;Paľovce;Paľovce I;;;;32;22;10;2;24;6;14;1;5;3;3;12;12;0;11;36;14;18;2;202;504084;411530;2638930;základná sídelná jednotka;;;
1020;Trnavský;Galanta;Topoľnica;Topoľnica;;;;;767;389;378;88;539;140;426;12;102;178;78;244;251;7;241;749;246;331;2;202;504084;409698;;časť obce;;;
1021;Trnavský;Galanta;Topoľnica;Topoľnica;Paľovce II;;;;150;73;77;19;98;33;78;1;20;33;16;49;55;7;48;144;56;65;2;202;504084;409698;2639070;základná sídelná jednotka;;;
1022;Trnavský;Galanta;Topoľnica;Topoľnica;Topoľnica;;;;617;316;301;69;441;107;348;11;82;145;62;195;196;0;193;605;194;266;2;202;504084;409698;2639150;základná sídelná jednotka;;;
1023;Trnavský;Galanta;Trstice;;;m;2027;191;3 864;1 916;1 948;513;2 694;657;2 018;103;702;528;352;1 090;1 166;132;1 014;3 864;536;1 589;2;202;504106;;;obec;;;
1024;Trnavský;Galanta;Trstice; ;Trstice;;;;3 864;1 916;1 948;513;2 694;657;2 018;103;702;528;352;1 090;1 166;132;1 014;3 864;536;1 589;2;202;504106;;2655270;základná sídelná jednotka;;;
1025;Trnavský;Galanta;Váhovce;;;m;1598;131;2 097;1 058;1 039;274;1 468;355;1 144;11;335;427;173;620;649;32;611;2 017;619;892;2;202;504114;;;obec;;;
1026;Trnavský;Galanta;Váhovce; ;Váhovce;;;;2 097;1 058;1 039;274;1 468;355;1 144;11;335;427;173;620;649;32;611;2 017;619;892;2;202;504114;;2667010;základná sídelná jednotka;;;
1027;Trnavský;Galanta;Veľká Mača;;;m;1481;176;2 614;1 288;1 326;401;1 774;439;1 343;16;320;588;235;777;817;43;767;2 517;635;1 079;2;202;504122;;;obec;;;
1028;Trnavský;Galanta;Veľká Mača; ;Veľká Mača;;;;2 614;1 288;1 326;401;1 774;439;1 343;16;320;588;235;777;817;43;767;2 517;635;1 079;2;202;504122;;2678560;základná sídelná jednotka;;;
1029;Trnavský;Galanta;Veľké Úľany;;;m;4186;111;4 665;2 286;2 379;696;3 229;740;2 538;62;568;1 022;508;1 387;1 517;143;1 330;4 725;1 402;2 103;2;202;504131;;;obec;;;
1030;Trnavský;Galanta;Veľké Úľany;Nové Osady;;;;;234;126;108;37;157;40;115;11;22;35;20;55;63;12;47;221;61;93;2;202;504131;406934;;časť obce;;;
1031;Trnavský;Galanta;Veľké Úľany;Nové Osady;Hajmáš;;;;66;34;32;6;41;19;32;5;7;8;3;18;19;2;17;63;15;27;2;202;504131;406934;2422680;základná sídelná jednotka;;;
1032;Trnavský;Galanta;Veľké Úľany;Nové Osady;Nový Dvor;;;;33;14;19;8;22;3;13;1;1;5;1;7;9;3;6;29;7;14;2;202;504131;406934;2422760;základná sídelná jednotka;;;
1033;Trnavský;Galanta;Veľké Úľany;Nové Osady;Sedín;;;;135;78;57;23;94;18;70;5;14;22;16;30;35;7;24;129;39;52;2;202;504131;406934;2422840;základná sídelná jednotka;;;
1034;Trnavský;Galanta;Veľké Úľany;Veľké Úľany;;;;;4 431;2 160;2 271;659;3 072;700;2 423;51;546;987;488;1 332;1 454;131;1 283;4 504;1 352;2 010;2;202;504131;410410;;časť obce;;;
1035;Trnavský;Galanta;Veľké Úľany;Veľké Úľany;Veľké Úľany;;;;4 431;2 160;2 271;659;3 072;700;2 423;51;546;987;488;1 332;1 454;131;1 283;4 504;1 352;2 010;2;202;504131;410410;2687550;základná sídelná jednotka;;;
1036;Trnavský;Galanta;Veľký Grob;;;m;2355;61;1 425;707;718;254;952;219;749;15;139;295;183;391;443;61;375;1 456;463;643;2;202;504149;;;obec;;;
1037;Trnavský;Galanta;Veľký Grob; ;Tarnok;;;;75;37;38;16;54;5;37;0;14;14;5;10;20;13;7;75;18;35;2;202;504149;;2689840;základná sídelná jednotka;;;
1038;Trnavský;Galanta;Veľký Grob; ;Veľký Grob;;;;1 350;670;680;238;898;214;712;15;125;281;178;381;423;48;368;1 381;446;608;2;202;504149;;2689920;základná sídelná jednotka;;;
1039;Trnavský;Galanta;Vinohrady nad Váhom;;;;1070;155;1 657;824;833;256;1 139;262;873;22;250;307;151;529;532;2;506;1 636;487;709;2;202;504157;;;obec;;;
1040;Trnavský;Galanta;Vinohrady nad Váhom; ;Paradič;;;;28;11;17;7;18;3;18;0;3;6;6;11;11;0;11;33;14;22;2;202;504157;;2695310;základná sídelná jednotka;;;
1041;Trnavský;Galanta;Vinohrady nad Váhom; ;Vinohrady nad Váhom;;;;1 629;813;816;249;1 121;259;855;22;247;301;145;518;521;2;495;1 603;474;687;2;202;504157;;2695490;základná sídelná jednotka;;;
1042;Trnavský;Galanta;Vozokany;;;m;1289;87;1 121;554;567;145;787;189;582;8;183;192;93;307;340;34;298;1 061;292;491;2;202;504173;;;obec;;;
1043;Trnavský;Galanta;Vozokany; ;Vozokany;;;;1 121;554;567;145;787;189;582;8;183;192;93;307;340;34;298;1 061;292;491;2;202;504173;;2701810;základná sídelná jednotka;;;
1044;Trnavský;Galanta;Zemianske Sady;;;m;805;108;870;427;443;131;593;146;449;17;123;144;83;234;267;43;221;822;220;373;2;202;504181;;;obec;;;
1045;Trnavský;Galanta;Zemianske Sady; ;Zemianske Sady;;;;870;427;443;131;593;146;449;17;123;144;83;234;267;43;221;822;220;373;2;202;504181;;2730910;základná sídelná jednotka;;;
1046;Trnavský;Hlohovec;Bojničky;;;;927;153;1 421;698;723;223;968;230;729;21;242;221;142;374;444;73;367;1 401;431;573;2;203;506800;;;obec;;;
1047;Trnavský;Hlohovec;Bojničky; ;Bojničky;;;;1 421;698;723;223;968;230;729;21;242;221;142;374;444;73;367;1 401;431;573;2;203;506800;;2035560;základná sídelná jednotka;;;
1048;Trnavský;Hlohovec;Červeník;;;m;994;170;1 685;860;825;274;1 095;316;857;19;272;288;180;490;525;45;477;1 650;506;679;2;203;506885;;;obec;;;
1049;Trnavský;Hlohovec;Červeník; ;Červeník;;;;1 685;860;825;274;1 095;316;857;19;272;288;180;490;525;45;477;1 650;506;679;2;203;506885;;2094140;základná sídelná jednotka;;;
1050;Trnavský;Hlohovec;Dolné Otrokovce;;;;931;41;386;193;193;60;275;51;200;12;88;53;26;115;123;10;111;373;121;156;2;203;506958;;;obec;;;
1051;Trnavský;Hlohovec;Dolné Otrokovce; ;Dolné Otrokovce;;;;386;193;193;60;275;51;200;12;88;53;26;115;123;10;111;373;121;156;2;203;506958;;2121050;základná sídelná jednotka;;;
1052;Trnavský;Hlohovec;Dolné Trhovište;;;;1006;61;610;317;293;91;410;109;311;19;109;90;50;188;201;20;178;600;184;260;2;203;506966;;;obec;;;
1053;Trnavský;Hlohovec;Dolné Trhovište;Dolné Trhovište;;;;;347;175;172;54;229;64;168;7;58;49;33;102;109;8;98;336;101;150;2;203;506966;402541;;časť obce;;;
1054;Trnavský;Hlohovec;Dolné Trhovište;Dolné Trhovište;Dolné Trhovište;;;;347;175;172;54;229;64;168;7;58;49;33;102;109;8;98;336;101;150;2;203;506966;402541;2121720;základná sídelná jednotka;;;
1055;Trnavský;Hlohovec;Dolné Trhovište;Jelenová;;;;;263;142;121;37;181;45;143;12;51;41;17;86;92;12;80;264;91;110;2;203;506966;412480;;časť obce;;;
1056;Trnavský;Hlohovec;Dolné Trhovište;Jelenová;Jelenová;;;;263;142;121;37;181;45;143;12;51;41;17;86;92;12;80;264;91;110;2;203;506966;412480;2824990;základná sídelná jednotka;;;
1057;Trnavský;Hlohovec;Dolné Zelenice;;;;272;218;592;290;302;96;398;98;311;11;90;94;64;190;192;3;185;586;203;242;2;203;556521;;;obec;;;
1058;Trnavský;Hlohovec;Dolné Zelenice; ;Dolné Zelenice;;;;592;290;302;96;398;98;311;11;90;94;64;190;192;3;185;586;203;242;2;203;556521;;2122020;základná sídelná jednotka;;;
1059;Trnavský;Hlohovec;Dvorníky;;;m;2554;79;2 026;1 021;1 005;310;1 396;320;1 025;25;381;285;175;536;578;52;519;1 923;519;816;2;203;507024;;;obec;;;
1060;Trnavský;Hlohovec;Dvorníky;Dvorníky;;;;;1 941;980;961;302;1 337;302;979;24;363;267;168;507;549;52;490;1 847;492;782;2;203;507024;402928;;časť obce;;;
1061;Trnavský;Hlohovec;Dvorníky;Dvorníky;Dolné Borody;;;;23;12;11;7;11;5;8;0;1;3;3;9;9;0;8;33;9;14;2;203;507024;402928;2140190;základná sídelná jednotka;;;
1062;Trnavský;Hlohovec;Dvorníky;Dvorníky;Dvorníky;;;;1 909;962;947;295;1 321;293;967;24;361;261;165;494;536;52;478;1 809;483;765;2;203;507024;402928;2140270;základná sídelná jednotka;;;
1063;Trnavský;Hlohovec;Dvorníky;Dvorníky;Poláne;;;;9;6;3;0;5;4;4;0;1;3;0;4;4;0;4;5;0;3;2;203;507024;402928;2140600;základná sídelná jednotka;;;
1064;Trnavský;Hlohovec;Dvorníky;Posádka;;;;;85;41;44;8;59;18;46;1;18;18;7;29;29;0;29;76;30;34;2;203;507024;407861;;časť obce;;;
1065;Trnavský;Hlohovec;Dvorníky;Posádka;Posádka;;;;85;41;44;8;59;18;46;1;18;18;7;29;29;0;29;76;30;34;2;203;507024;407861;2486810;základná sídelná jednotka;;;
1066;Trnavský;Hlohovec;Hlohovec;;;m;6419;320;20 556;10 001;10 555;2 787;13 744;4 025;10 629;123;3 537;3 014;2 386;3 217;7 204;4 267;2 826;20 187;3 021;9 525;2;203;507032;;;obec;;;
1067;Trnavský;Hlohovec;Hlohovec;Hlohovec;;;;;17 679;8 559;9 120;2 377;11 778;3 524;9 174;110;2 989;2 607;2 101;2 351;6 295;4 224;1 967;17 410;2 790;8 333;2;203;507032;403211;;časť obce;;;
1068;Trnavský;Hlohovec;Hlohovec;Hlohovec;Blanáre;;;;8;3;5;1;7;0;3;0;0;1;1;2;2;0;1;9;1;3;2;203;507032;403211;2163640;základná sídelná jednotka;;;
1069;Trnavský;Hlohovec;Hlohovec;Hlohovec;Dlhé diely;;;;17;8;9;0;14;3;12;0;2;6;3;6;6;0;5;17;7;8;2;203;507032;403211;2163480;základná sídelná jednotka;;;
1070;Trnavský;Hlohovec;Hlohovec;Hlohovec;Dolná sihoť;;;;1 179;597;582;158;884;137;711;4;245;199;158;42;453;446;5;1 242;457;548;2;203;507032;403211;2803990;základná sídelná jednotka;;;
1071;Trnavský;Hlohovec;Hlohovec;Hlohovec;Hlohovec - stred;;;;1 344;715;629;203;939;202;601;6;168;175;137;226;283;60;185;1 164;249;652;2;203;507032;403211;2162410;základná sídelná jednotka;;;
1072;Trnavský;Hlohovec;Hlohovec;Hlohovec;Kamenné hory;;;;865;450;415;103;556;206;448;3;126;126;116;263;266;3;261;888;281;383;2;203;507032;403211;2163300;základná sídelná jednotka;;;
1073;Trnavský;Hlohovec;Hlohovec;Hlohovec;Nábrežie I;;;;1 336;626;710;182;865;289;684;9;265;181;142;98;565;536;27;1 338;496;675;2;203;507032;403211;2162670;základná sídelná jednotka;;;
1074;Trnavský;Hlohovec;Hlohovec;Hlohovec;Nábrežie II;;;;3 727;1 781;1 946;481;2 420;826;1 921;20;629;573;403;70;1 480;1 465;2;3 540;1 119;1 705;2;203;507032;403211;2162590;základná sídelná jednotka;;;
1075;Trnavský;Hlohovec;Hlohovec;Hlohovec;Nová štvrť;;;;1 209;585;624;181;749;279;621;8;195;172;159;377;391;18;370;1 141;378;491;2;203;507032;403211;2804020;základná sídelná jednotka;;;
1076;Trnavský;Hlohovec;Hlohovec;Hlohovec;Peter;;;;1 256;609;647;213;842;201;649;14;212;183;146;337;400;64;326;1 304;400;564;2;203;507032;403211;2163050;základná sídelná jednotka;;;
1077;Trnavský;Hlohovec;Hlohovec;Hlohovec;Priemyselný obvod - juh;;;;66;35;31;9;55;2;51;1;16;12;14;5;39;37;2;99;43;72;2;203;507032;403211;2831510;základná sídelná jednotka;;;
1078;Trnavský;Hlohovec;Hlohovec;Hlohovec;Priemyselný obvod - sever;;;;1;1;0;0;1;0;1;0;0;1;0;1;1;0;1;26;5;6;2;203;507032;403211;2163130;základná sídelná jednotka;;;
1079;Trnavský;Hlohovec;Hlohovec;Hlohovec;Starý háj;;;;10;5;5;0;9;1;7;2;1;2;1;3;3;0;3;10;4;3;2;203;507032;403211;2163560;základná sídelná jednotka;;;
